destination,current_price,duration_minutes,stops_count,travel_class,offer_type,airline,departure_hour,profile,recommendation_score
Doha,815.45,570,2,economy,standard,Emirates,12,balanced,31
Doha,714.13,383,1,standard,standard,Tunisair,11,balanced,60
Doha,575.73,291,0,eco,eco,Lufthansa,9,balanced,98
Doha,632.71,410,1,eco,eco,Turkish Airlines,13,balanced,50
Doha,624.66,405,2,eco,eco,Emirates,17,balanced,45
Rome,279.21,156,1,economy,standard,Qatar Airways,18,budget,24
Rome,252.63,211,1,economy,standard,Tunisair,12,budget,28
Rome,341.35,99,0,flex,flex,ITA Airways,9,budget,23
Rome,184.1,129,0,economy,standard,Vueling,18,budget,100
Rome,288.49,95,0,eco,eco,Emirates,7,budget,30
Rome,251.47,305,2,eco,eco,Air France,10,budget,27
Rome,192.11,318,2,standard,standard,Vueling,12,budget,34
Rome,217.39,96,0,economy,standard,Vueling,11,budget,61
Rome,279.21,156,1,economy,standard,Qatar Airways,18,comfort,37
Rome,252.63,211,1,economy,standard,Tunisair,12,comfort,28
Rome,341.35,99,0,flex,flex,ITA Airways,9,comfort,100
Rome,184.1,129,0,economy,standard,Vueling,18,comfort,50
Rome,288.49,95,0,eco,eco,Emirates,7,comfort,56
Rome,251.47,305,2,eco,eco,Air France,10,comfort,24
Rome,192.11,318,2,standard,standard,Vueling,12,comfort,21
Rome,217.39,96,0,economy,standard,Vueling,11,comfort,60
Rome,279.21,156,1,economy,standard,Qatar Airways,18,balanced,42
Rome,252.63,211,1,economy,standard,Tunisair,12,balanced,37
Rome,341.35,99,0,flex,flex,ITA Airways,9,balanced,78
Rome,184.1,129,0,economy,standard,Vueling,18,balanced,100
Rome,288.49,95,0,eco,eco,Emirates,7,balanced,64
Rome,251.47,305,2,eco,eco,Air France,10,balanced,33
Rome,192.11,318,2,standard,standard,Vueling,12,balanced,26
Rome,217.39,96,0,economy,standard,Vueling,11,balanced,78
Paris,396.45,164,0,flex,flex,Qatar Airways,14,budget,31
Paris,220.6,279,1,economy,standard,Transavia,20,budget,99
Paris,362.98,129,0,flex,flex,Lufthansa,18,budget,45
Paris,325.44,248,1,standard,standard,Air France,7,budget,38
Paris,234.35,233,1,eco,eco,Lufthansa,10,budget,95
Paris,329.53,139,0,eco,eco,Qatar Airways,16,budget,54
Paris,396.45,164,0,flex,flex,Qatar Airways,14,comfort,77
Paris,220.6,279,1,economy,standard,Transavia,20,comfort,16
Paris,362.98,129,0,flex,flex,Lufthansa,18,comfort,100
Paris,325.44,248,1,standard,standard,Air France,7,comfort,26
Paris,234.35,233,1,eco,eco,Lufthansa,10,comfort,30
Paris,329.53,139,0,eco,eco,Qatar Airways,16,comfort,50
Paris,396.45,164,0,flex,flex,Qatar Airways,14,balanced,66
Paris,220.6,279,1,economy,standard,Transavia,20,balanced,37
Paris,362.98,129,0,flex,flex,Lufthansa,18,balanced,94
Paris,325.44,248,1,standard,standard,Air France,7,balanced,28
Paris,234.35,233,1,eco,eco,Lufthansa,10,balanced,36
Paris,329.53,139,0,eco,eco,Qatar Airways,16,balanced,80
New York,882.95,633,0,eco,eco,Vueling,18,budget,92
New York,1188.09,758,1,eco,eco,Lufthansa,8,budget,27
New York,850.3,776,1,economy,standard,Vueling,9,budget,85
New York,1267.47,745,1,eco,eco,Qatar Airways,12,budget,28
New York,1026.74,669,0,standard,standard,Transavia,12,budget,66
New York,882.95,633,0,eco,eco,Vueling,18,comfort,79
New York,1188.09,758,1,eco,eco,Lufthansa,8,comfort,30
New York,850.3,776,1,economy,standard,Vueling,9,comfort,26
New York,1267.47,745,1,eco,eco,Qatar Airways,12,comfort,26
New York,1026.74,669,0,standard,standard,Transavia,12,comfort,87
New York,882.95,633,0,eco,eco,Vueling,18,balanced,100
New York,1188.09,758,1,eco,eco,Lufthansa,8,balanced,27
New York,850.3,776,1,economy,standard,Vueling,9,balanced,37
New York,1267.47,745,1,eco,eco,Qatar Airways,12,balanced,25
New York,1026.74,669,0,standard,standard,Transavia,12,balanced,100
Doha,555.38,357,1,economy,standard,ITA Airways,7,budget,43
Doha,588.95,315,0,standard,standard,Vueling,7,budget,74
Doha,534.41,403,1,economy,standard,Air France,19,budget,37
Doha,611.55,324,0,economy,standard,Qatar Airways,11,budget,36
Doha,425.64,307,0,eco,eco,Turkish Airlines,11,budget,86
Doha,735.03,300,0,standard,standard,Turkish Airlines,18,budget,39
Doha,739.32,346,0,economy,standard,Turkish Airlines,15,budget,19
Doha,480.75,339,0,eco,eco,Tunisair,18,budget,61
Doha,555.38,357,1,economy,standard,ITA Airways,7,comfort,24
Doha,588.95,315,0,standard,standard,Vueling,7,comfort,58
Doha,534.41,403,1,economy,standard,Air France,19,comfort,20
Doha,611.55,324,0,economy,standard,Qatar Airways,11,comfort,73
Doha,425.64,307,0,eco,eco,Turkish Airlines,11,comfort,71
Doha,735.03,300,0,standard,standard,Turkish Airlines,18,comfort,97
Doha,739.32,346,0,economy,standard,Turkish Airlines,15,comfort,37
Doha,480.75,339,0,eco,eco,Tunisair,18,comfort,45
Doha,555.38,357,1,economy,standard,ITA Airways,7,balanced,35
Doha,588.95,315,0,standard,standard,Vueling,7,balanced,80
Doha,534.41,403,1,economy,standard,Air France,19,balanced,27
Doha,611.55,324,0,economy,standard,Qatar Airways,11,balanced,55
Doha,425.64,307,0,eco,eco,Turkish Airlines,11,balanced,100
Doha,735.03,300,0,standard,standard,Turkish Airlines,18,balanced,69
Doha,739.32,346,0,economy,standard,Turkish Airlines,15,balanced,25
Doha,480.75,339,0,eco,eco,Tunisair,18,balanced,50
New York,1528.17,678,0,standard,standard,Emirates,10,budget,40
New York,1024.67,683,0,economy,standard,ITA Airways,8,budget,95
New York,705.7,798,1,eco,eco,Vueling,8,budget,76
New York,1254.55,673,0,economy,standard,ITA Airways,8,budget,50
New York,1180.01,637,0,flex,flex,Turkish Airlines,14,budget,84
New York,1528.17,678,0,standard,standard,Emirates,10,comfort,52
New York,1024.67,683,0,economy,standard,ITA Airways,8,comfort,45
New York,705.7,798,1,eco,eco,Vueling,8,comfort,19
New York,1254.55,673,0,economy,standard,ITA Airways,8,comfort,37
New York,1180.01,637,0,flex,flex,Turkish Airlines,14,comfort,100
New York,1528.17,678,0,standard,standard,Emirates,10,balanced,63
New York,1024.67,683,0,economy,standard,ITA Airways,8,balanced,78
New York,705.7,798,1,eco,eco,Vueling,8,balanced,18
New York,1254.55,673,0,economy,standard,ITA Airways,8,balanced,58
New York,1180.01,637,0,flex,flex,Turkish Airlines,14,balanced,94
Doha,670.15,432,1,economy,standard,Emirates,11,budget,39
Doha,394.29,346,0,standard,standard,Transavia,21,budget,100
Doha,833.44,566,2,economy,standard,Qatar Airways,12,budget,19
Doha,429.94,473,2,eco,eco,Transavia,5,budget,52
Doha,674.39,308,0,economy,standard,Turkish Airlines,19,budget,41
Doha,670.15,432,1,economy,standard,Emirates,11,comfort,48
Doha,394.29,346,0,standard,standard,Transavia,21,comfort,88
Doha,833.44,566,2,economy,standard,Qatar Airways,12,comfort,34
Doha,429.94,473,2,eco,eco,Transavia,5,comfort,40
Doha,674.39,308,0,economy,standard,Turkish Airlines,19,comfort,70
Doha,670.15,432,1,economy,standard,Emirates,11,balanced,55
Doha,394.29,346,0,standard,standard,Transavia,21,balanced,83
Doha,833.44,566,2,economy,standard,Qatar Airways,12,balanced,21
Doha,429.94,473,2,eco,eco,Transavia,5,balanced,38
Doha,674.39,308,0,economy,standard,Turkish Airlines,19,balanced,64
Madrid,260.52,212,1,eco,eco,Air France,23,budget,48
Madrid,191.74,253,1,eco,eco,Vueling,19,budget,49
Madrid,296.83,130,0,eco,eco,Emirates,16,budget,51
Madrid,170.37,163,0,economy,standard,Vueling,19,budget,85
Madrid,113.79,211,1,eco,eco,Transavia,23,budget,92
Madrid,235.01,122,0,economy,standard,Qatar Airways,23,budget,82
Madrid,291.69,123,0,standard,standard,Qatar Airways,9,budget,56
Madrid,275.29,249,2,economy,standard,ITA Airways,14,budget,36
Madrid,275.02,226,2,economy,standard,Tunisair,9,budget,43
Madrid,260.52,212,1,eco,eco,Air France,23,comfort,20
Madrid,191.74,253,1,eco,eco,Vueling,19,comfort,17
Madrid,296.83,130,0,eco,eco,Emirates,16,comfort,44
Madrid,170.37,163,0,economy,standard,Vueling,19,comfort,35
Madrid,113.79,211,1,eco,eco,Transavia,23,comfort,21
Madrid,235.01,122,0,economy,standard,Qatar Airways,23,comfort,63
Madrid,291.69,123,0,standard,standard,Qatar Airways,9,comfort,100
Madrid,275.29,249,2,economy,standard,ITA Airways,14,comfort,22
Madrid,275.02,226,2,economy,standard,Tunisair,9,comfort,24
Madrid,260.52,212,1,eco,eco,Air France,23,balanced,31
Madrid,191.74,253,1,eco,eco,Vueling,19,balanced,52
Madrid,296.83,130,0,eco,eco,Emirates,16,balanced,52
Madrid,170.37,163,0,economy,standard,Vueling,19,balanced,78
Madrid,113.79,211,1,eco,eco,Transavia,23,balanced,65
Madrid,235.01,122,0,economy,standard,Qatar Airways,23,balanced,73
Madrid,291.69,123,0,standard,standard,Qatar Airways,9,balanced,100
Madrid,275.29,249,2,economy,standard,ITA Airways,14,balanced,22
Madrid,275.02,226,2,economy,standard,Tunisair,9,balanced,39
Rome,243.44,236,1,eco,eco,Lufthansa,11,budget,41
Rome,271.95,224,2,standard,standard,Turkish Airlines,15,budget,37
Rome,221.99,98,0,eco,eco,Turkish Airlines,20,budget,72
Rome,367.61,225,1,economy,standard,Lufthansa,7,budget,22
Rome,279.69,281,2,standard,standard,Air France,18,budget,34
Rome,210.03,117,0,eco,eco,Turkish Airlines,10,budget,98
Rome,254.25,136,0,economy,standard,ITA Airways,10,budget,66
Rome,216.88,144,0,standard,standard,Tunisair,17,budget,68
Rome,243.44,236,1,eco,eco,Lufthansa,11,comfort,26
Rome,271.95,224,2,standard,standard,Turkish Airlines,15,comfort,51
Rome,221.99,98,0,eco,eco,Turkish Airlines,20,comfort,67
Rome,367.61,225,1,economy,standard,Lufthansa,7,comfort,32
Rome,279.69,281,2,standard,standard,Air France,18,comfort,32
Rome,210.03,117,0,eco,eco,Turkish Airlines,10,comfort,76
Rome,254.25,136,0,economy,standard,ITA Airways,10,comfort,55
Rome,216.88,144,0,standard,standard,Tunisair,17,comfort,100
Rome,243.44,236,1,eco,eco,Lufthansa,11,balanced,52
Rome,271.95,224,2,standard,standard,Turkish Airlines,15,balanced,34
Rome,221.99,98,0,eco,eco,Turkish Airlines,20,balanced,90
Rome,367.61,225,1,economy,standard,Lufthansa,7,balanced,18
Rome,279.69,281,2,standard,standard,Air France,18,balanced,32
Rome,210.03,117,0,eco,eco,Turkish Airlines,10,balanced,100
Rome,254.25,136,0,economy,standard,ITA Airways,10,balanced,56
Rome,216.88,144,0,standard,standard,Tunisair,17,balanced,81
Madrid,188.94,285,2,standard,standard,Turkish Airlines,18,budget,42
Madrid,277.3,385,2,standard,standard,Lufthansa,8,budget,41
Madrid,272.79,122,0,economy,standard,Turkish Airlines,11,budget,48
Madrid,240.99,144,0,economy,standard,Emirates,18,budget,56
Madrid,228.92,110,0,economy,standard,Tunisair,19,budget,42
Madrid,285.38,274,1,economy,standard,ITA Airways,8,budget,31
Madrid,383.43,123,0,business,standard,ITA Airways,19,budget,43
Madrid,139.62,150,0,eco,eco,Transavia,9,budget,100
Madrid,188.94,285,2,standard,standard,Turkish Airlines,18,comfort,32
Madrid,277.3,385,2,standard,standard,Lufthansa,8,comfort,23
Madrid,272.79,122,0,economy,standard,Turkish Airlines,11,comfort,73
Madrid,240.99,144,0,economy,standard,Emirates,18,comfort,80
Madrid,228.92,110,0,economy,standard,Tunisair,19,comfort,66
Madrid,285.38,274,1,economy,standard,ITA Airways,8,comfort,31
Madrid,383.43,123,0,business,standard,ITA Airways,19,comfort,100
Madrid,139.62,150,0,eco,eco,Transavia,9,comfort,63
Madrid,188.94,285,2,standard,standard,Turkish Airlines,18,balanced,51
Madrid,277.3,385,2,standard,standard,Lufthansa,8,balanced,22
Madrid,272.79,122,0,economy,standard,Turkish Airlines,11,balanced,78
Madrid,240.99,144,0,economy,standard,Emirates,18,balanced,78
Madrid,228.92,110,0,economy,standard,Tunisair,19,balanced,66
Madrid,285.38,274,1,economy,standard,ITA Airways,8,balanced,39
Madrid,383.43,123,0,business,standard,ITA Airways,19,balanced,61
Madrid,139.62,150,0,eco,eco,Transavia,9,balanced,92
Doha,510.27,388,1,eco,eco,ITA Airways,16,budget,70
Doha,851.02,287,0,economy,standard,Emirates,19,budget,29
Doha,724.55,367,1,economy,standard,Emirates,20,budget,40
Doha,595.83,314,0,standard,standard,Transavia,9,budget,69
Doha,544.7,526,2,economy,standard,Vueling,18,budget,49
Doha,464.68,388,1,eco,eco,Tunisair,11,budget,92
Doha,520.45,415,1,economy,standard,Lufthansa,8,budget,100
Doha,828.25,332,0,standard,standard,Qatar Airways,20,budget,34
Doha,510.27,388,1,eco,eco,ITA Airways,16,comfort,69
Doha,851.02,287,0,economy,standard,Emirates,19,comfort,80
Doha,724.55,367,1,economy,standard,Emirates,20,comfort,60
Doha,595.83,314,0,standard,standard,Transavia,9,comfort,85
Doha,544.7,526,2,economy,standard,Vueling,18,comfort,40
Doha,464.68,388,1,eco,eco,Tunisair,11,comfort,47
Doha,520.45,415,1,economy,standard,Lufthansa,8,comfort,54
Doha,828.25,332,0,standard,standard,Qatar Airways,20,comfort,98
Doha,510.27,388,1,eco,eco,ITA Airways,16,balanced,80
Doha,851.02,287,0,economy,standard,Emirates,19,balanced,72
Doha,724.55,367,1,economy,standard,Emirates,20,balanced,54
Doha,595.83,314,0,standard,standard,Transavia,9,balanced,94
Doha,544.7,526,2,economy,standard,Vueling,18,balanced,28
Doha,464.68,388,1,eco,eco,Tunisair,11,balanced,81
Doha,520.45,415,1,economy,standard,Lufthansa,8,balanced,65
Doha,828.25,332,0,standard,standard,Qatar Airways,20,balanced,61
London,356.84,206,0,flex,flex,Transavia,10,budget,53
London,265.32,291,1,eco,eco,ITA Airways,16,budget,53
London,244.95,261,1,standard,standard,Vueling,6,budget,95
London,394.91,188,0,flex,flex,Vueling,22,budget,41
London,307.57,210,0,economy,standard,Vueling,19,budget,86
London,422.82,214,1,economy,standard,Qatar Airways,12,budget,36
London,463.94,262,1,eco,eco,Emirates,9,budget,21
London,340.91,196,0,eco,eco,ITA Airways,20,budget,82
London,433.21,217,0,standard,standard,Qatar Airways,18,budget,36
London,356.84,206,0,flex,flex,Transavia,10,comfort,91
London,265.32,291,1,eco,eco,ITA Airways,16,comfort,27
London,244.95,261,1,standard,standard,Vueling,6,comfort,45
London,394.91,188,0,flex,flex,Vueling,22,comfort,97
London,307.57,210,0,economy,standard,Vueling,19,comfort,62
London,422.82,214,1,economy,standard,Qatar Airways,12,comfort,37
London,463.94,262,1,eco,eco,Emirates,9,comfort,24
London,340.91,196,0,eco,eco,ITA Airways,20,comfort,69
London,433.21,217,0,standard,standard,Qatar Airways,18,comfort,66
London,356.84,206,0,flex,flex,Transavia,10,balanced,72
London,265.32,291,1,eco,eco,ITA Airways,16,balanced,20
London,244.95,261,1,standard,standard,Vueling,6,balanced,35
London,394.91,188,0,flex,flex,Vueling,22,balanced,99
London,307.57,210,0,economy,standard,Vueling,19,balanced,96
London,422.82,214,1,economy,standard,Qatar Airways,12,balanced,36
London,463.94,262,1,eco,eco,Emirates,9,balanced,30
London,340.91,196,0,eco,eco,ITA Airways,20,balanced,62
London,433.21,217,0,standard,standard,Qatar Airways,18,balanced,68
London,424.54,267,1,eco,eco,Emirates,17,budget,33
London,427.59,266,1,flex,flex,ITA Airways,17,budget,17
London,398.88,203,0,economy,standard,Air France,18,budget,34
London,421.87,173,0,economy,standard,Turkish Airlines,21,budget,42
London,233.94,182,0,eco,eco,Vueling,18,budget,100
London,370.42,274,1,flex,flex,Tunisair,9,budget,26
London,233.17,260,1,eco,eco,ITA Airways,18,budget,48
London,428.98,216,0,economy,standard,Lufthansa,17,budget,34
London,424.54,267,1,eco,eco,Emirates,17,comfort,29
London,427.59,266,1,flex,flex,ITA Airways,17,comfort,44
London,398.88,203,0,economy,standard,Air France,18,comfort,71
London,421.87,173,0,economy,standard,Turkish Airlines,21,comfort,85
London,233.94,182,0,eco,eco,Vueling,18,comfort,90
London,370.42,274,1,flex,flex,Tunisair,9,comfort,36
London,233.17,260,1,eco,eco,ITA Airways,18,comfort,42
London,428.98,216,0,economy,standard,Lufthansa,17,comfort,83
London,424.54,267,1,eco,eco,Emirates,17,balanced,28
London,427.59,266,1,flex,flex,ITA Airways,17,balanced,27
London,398.88,203,0,economy,standard,Air France,18,balanced,53
London,421.87,173,0,economy,standard,Turkish Airlines,21,balanced,46
London,233.94,182,0,eco,eco,Vueling,18,balanced,100
London,370.42,274,1,flex,flex,Tunisair,9,balanced,29
London,233.17,260,1,eco,eco,ITA Airways,18,balanced,50
London,428.98,216,0,economy,standard,Lufthansa,17,balanced,51
Casablanca,240.16,291,1,standard,standard,Emirates,21,budget,41
Casablanca,185.49,170,0,eco,eco,Turkish Airlines,10,budget,95
Casablanca,134.44,201,0,eco,eco,Transavia,20,budget,99
Casablanca,253.97,180,0,eco,eco,Emirates,10,budget,45
Casablanca,266.0,225,1,economy,standard,Turkish Airlines,19,budget,30
Casablanca,246.06,255,1,economy,standard,Qatar Airways,9,budget,30
Casablanca,320.94,165,0,standard,standard,Qatar Airways,10,budget,34
Casablanca,240.16,291,1,standard,standard,Emirates,21,comfort,26
Casablanca,185.49,170,0,eco,eco,Turkish Airlines,10,comfort,60
Casablanca,134.44,201,0,eco,eco,Transavia,20,comfort,41
Casablanca,253.97,180,0,eco,eco,Emirates,10,comfort,45
Casablanca,266.0,225,1,economy,standard,Turkish Airlines,19,comfort,26
Casablanca,246.06,255,1,economy,standard,Qatar Airways,9,comfort,20
Casablanca,320.94,165,0,standard,standard,Qatar Airways,10,comfort,98
Casablanca,240.16,291,1,standard,standard,Emirates,21,balanced,33
Casablanca,185.49,170,0,eco,eco,Turkish Airlines,10,balanced,66
Casablanca,134.44,201,0,eco,eco,Transavia,20,balanced,96
Casablanca,253.97,180,0,eco,eco,Emirates,10,balanced,64
Casablanca,266.0,225,1,economy,standard,Turkish Airlines,19,balanced,23
Casablanca,246.06,255,1,economy,standard,Qatar Airways,9,balanced,24
Casablanca,320.94,165,0,standard,standard,Qatar Airways,10,balanced,61
New York,1220.02,781,2,standard,standard,ITA Airways,8,budget,43
New York,923.59,664,0,standard,standard,Vueling,12,budget,65
New York,931.52,732,1,eco,eco,Air France,12,budget,61
New York,1130.76,737,1,economy,standard,ITA Airways,18,budget,45
New York,1115.46,672,0,standard,standard,Qatar Airways,11,budget,58
New York,1278.96,625,0,economy,standard,Air France,10,budget,41
New York,1250.64,830,2,eco,eco,Lufthansa,19,budget,18
New York,649.66,774,2,eco,eco,Transavia,7,budget,81
New York,707.51,656,0,economy,standard,Transavia,13,budget,100
New York,1220.02,781,2,standard,standard,ITA Airways,8,comfort,25
New York,923.59,664,0,standard,standard,Vueling,12,comfort,100
New York,931.52,732,1,eco,eco,Air France,12,comfort,36
New York,1130.76,737,1,economy,standard,ITA Airways,18,comfort,33
New York,1115.46,672,0,standard,standard,Qatar Airways,11,comfort,78
New York,1278.96,625,0,economy,standard,Air France,10,comfort,64
New York,1250.64,830,2,eco,eco,Lufthansa,19,comfort,20
New York,649.66,774,2,eco,eco,Transavia,7,comfort,20
New York,707.51,656,0,economy,standard,Transavia,13,comfort,43
New York,1220.02,781,2,standard,standard,ITA Airways,8,balanced,37
New York,923.59,664,0,standard,standard,Vueling,12,balanced,91
New York,931.52,732,1,eco,eco,Air France,12,balanced,48
New York,1130.76,737,1,economy,standard,ITA Airways,18,balanced,49
New York,1115.46,672,0,standard,standard,Qatar Airways,11,balanced,97
New York,1278.96,625,0,economy,standard,Air France,10,balanced,74
New York,1250.64,830,2,eco,eco,Lufthansa,19,balanced,27
New York,649.66,774,2,eco,eco,Transavia,7,balanced,47
New York,707.51,656,0,economy,standard,Transavia,13,balanced,100
Doha,750.11,368,1,flex,flex,Emirates,13,budget,37
Doha,672.72,440,1,economy,standard,Qatar Airways,5,budget,50
Doha,689.54,331,0,standard,standard,ITA Airways,8,budget,48
Doha,474.83,292,0,eco,eco,Vueling,20,budget,94
Doha,784.67,513,2,flex,flex,Air France,15,budget,14
Doha,774.98,311,0,economy,standard,Air France,16,budget,29
Doha,715.02,405,1,economy,standard,Turkish Airlines,16,budget,19
Doha,492.41,301,0,economy,standard,Transavia,11,budget,91
Doha,750.11,368,1,flex,flex,Emirates,13,comfort,67
Doha,672.72,440,1,economy,standard,Qatar Airways,5,comfort,23
Doha,689.54,331,0,standard,standard,ITA Airways,8,comfort,100
Doha,474.83,292,0,eco,eco,Vueling,20,comfort,87
Doha,784.67,513,2,flex,flex,Air France,15,comfort,31
Doha,774.98,311,0,economy,standard,Air France,16,comfort,59
Doha,715.02,405,1,economy,standard,Turkish Airlines,16,comfort,40
Doha,492.41,301,0,economy,standard,Transavia,11,comfort,100
Doha,750.11,368,1,flex,flex,Emirates,13,balanced,46
Doha,672.72,440,1,economy,standard,Qatar Airways,5,balanced,40
Doha,689.54,331,0,standard,standard,ITA Airways,8,balanced,68
Doha,474.83,292,0,eco,eco,Vueling,20,balanced,93
Doha,784.67,513,2,flex,flex,Air France,15,balanced,39
Doha,774.98,311,0,economy,standard,Air France,16,balanced,48
Doha,715.02,405,1,economy,standard,Turkish Airlines,16,balanced,51
Doha,492.41,301,0,economy,standard,Transavia,11,balanced,90
Dubai,627.48,419,1,economy,standard,Qatar Airways,21,budget,51
Dubai,881.51,311,0,economy,standard,Emirates,15,budget,59
Dubai,655.6,345,0,economy,standard,ITA Airways,17,budget,71
Dubai,778.12,403,1,economy,standard,ITA Airways,11,budget,54
Dubai,616.95,339,0,eco,eco,Lufthansa,12,budget,89
Dubai,854.58,423,2,standard,standard,Emirates,21,budget,43
Dubai,1450.4,312,0,business,standard,ITA Airways,16,budget,34
Dubai,456.73,356,0,eco,eco,Transavia,10,budget,100
Dubai,758.57,350,0,flex,flex,Transavia,8,budget,64
Dubai,744.5,308,0,standard,standard,ITA Airways,11,budget,72
Dubai,627.48,419,1,economy,standard,Qatar Airways,21,comfort,27
Dubai,881.51,311,0,economy,standard,Emirates,15,comfort,84
Dubai,655.6,345,0,economy,standard,ITA Airways,17,comfort,52
Dubai,778.12,403,1,economy,standard,ITA Airways,11,comfort,18
Dubai,616.95,339,0,eco,eco,Lufthansa,12,comfort,54
Dubai,854.58,423,2,standard,standard,Emirates,21,comfort,15
Dubai,1450.4,312,0,business,standard,ITA Airways,16,comfort,92
Dubai,456.73,356,0,eco,eco,Transavia,10,comfort,43
Dubai,758.57,350,0,flex,flex,Transavia,8,comfort,66
Dubai,744.5,308,0,standard,standard,ITA Airways,11,comfort,74
Dubai,627.48,419,1,economy,standard,Qatar Airways,21,balanced,46
Dubai,881.51,311,0,economy,standard,Emirates,15,balanced,97
Dubai,655.6,345,0,economy,standard,ITA Airways,17,balanced,68
Dubai,778.12,403,1,economy,standard,ITA Airways,11,balanced,49
Dubai,616.95,339,0,eco,eco,Lufthansa,12,balanced,75
Dubai,854.58,423,2,standard,standard,Emirates,21,balanced,32
Dubai,1450.4,312,0,business,standard,ITA Airways,16,balanced,60
Dubai,456.73,356,0,eco,eco,Transavia,10,balanced,68
Dubai,758.57,350,0,flex,flex,Transavia,8,balanced,92
Dubai,744.5,308,0,standard,standard,ITA Airways,11,balanced,66
Istanbul,417.14,273,1,eco,eco,Qatar Airways,10,budget,36
Istanbul,443.6,187,0,economy,standard,Qatar Airways,20,budget,48
Istanbul,273.37,196,0,standard,standard,Tunisair,17,budget,86
Istanbul,294.15,178,0,eco,eco,Emirates,21,budget,84
Istanbul,424.55,188,0,flex,flex,Emirates,22,budget,58
Istanbul,494.22,328,1,flex,flex,Emirates,22,budget,32
Istanbul,412.2,190,0,economy,standard,Emirates,12,budget,51
Istanbul,212.68,193,0,eco,eco,Transavia,21,budget,81
Istanbul,407.42,161,0,economy,standard,Turkish Airlines,22,budget,59
Istanbul,417.14,273,1,eco,eco,Qatar Airways,10,comfort,26
Istanbul,443.6,187,0,economy,standard,Qatar Airways,20,comfort,56
Istanbul,273.37,196,0,standard,standard,Tunisair,17,comfort,78
Istanbul,294.15,178,0,eco,eco,Emirates,21,comfort,60
Istanbul,424.55,188,0,flex,flex,Emirates,22,comfort,92
Istanbul,494.22,328,1,flex,flex,Emirates,22,comfort,25
Istanbul,412.2,190,0,economy,standard,Emirates,12,comfort,60
Istanbul,212.68,193,0,eco,eco,Transavia,21,comfort,47
Istanbul,407.42,161,0,economy,standard,Turkish Airlines,22,comfort,68
Istanbul,417.14,273,1,eco,eco,Qatar Airways,10,balanced,28
Istanbul,443.6,187,0,economy,standard,Qatar Airways,20,balanced,63
Istanbul,273.37,196,0,standard,standard,Tunisair,17,balanced,93
Istanbul,294.15,178,0,eco,eco,Emirates,21,balanced,94
Istanbul,424.55,188,0,flex,flex,Emirates,22,balanced,92
Istanbul,494.22,328,1,flex,flex,Emirates,22,balanced,27
Istanbul,412.2,190,0,economy,standard,Emirates,12,balanced,67
Istanbul,212.68,193,0,eco,eco,Transavia,21,balanced,82
Istanbul,407.42,161,0,economy,standard,Turkish Airlines,22,balanced,75
New York,1051.47,802,2,eco,eco,Turkish Airlines,16,budget,43
New York,1070.05,654,0,eco,eco,Emirates,7,budget,67
New York,817.84,782,1,eco,eco,Turkish Airlines,22,budget,62
New York,1605.84,626,0,standard,standard,Qatar Airways,18,budget,25
New York,843.3,667,0,standard,standard,Transavia,17,budget,100
New York,1192.89,713,1,economy,standard,Lufthansa,17,budget,42
New York,888.35,716,1,flex,flex,Transavia,8,budget,64
New York,1051.47,802,2,eco,eco,Turkish Airlines,16,comfort,15
New York,1070.05,654,0,eco,eco,Emirates,7,comfort,66
New York,817.84,782,1,eco,eco,Turkish Airlines,22,comfort,30
New York,1605.84,626,0,standard,standard,Qatar Airways,18,comfort,74
New York,843.3,667,0,standard,standard,Transavia,17,comfort,99
New York,1192.89,713,1,economy,standard,Lufthansa,17,comfort,48
New York,888.35,716,1,flex,flex,Transavia,8,comfort,68
New York,1051.47,802,2,eco,eco,Turkish Airlines,16,balanced,42
New York,1070.05,654,0,eco,eco,Emirates,7,balanced,77
New York,817.84,782,1,eco,eco,Turkish Airlines,22,balanced,32
New York,1605.84,626,0,standard,standard,Qatar Airways,18,balanced,54
New York,843.3,667,0,standard,standard,Transavia,17,balanced,84
New York,1192.89,713,1,economy,standard,Lufthansa,17,balanced,60
New York,888.35,716,1,flex,flex,Transavia,8,balanced,89
Dubai,815.68,325,0,economy,standard,Turkish Airlines,20,budget,35
Dubai,581.07,369,1,economy,standard,Vueling,22,budget,55
Dubai,454.9,460,1,economy,standard,Transavia,21,budget,94
Dubai,728.68,420,1,standard,standard,Air France,12,budget,33
Dubai,852.09,319,0,economy,standard,Qatar Airways,17,budget,33
Dubai,634.97,382,1,economy,standard,ITA Airways,20,budget,38
Dubai,838.84,315,0,economy,standard,Lufthansa,19,budget,35
Dubai,597.29,321,0,standard,standard,Vueling,21,budget,94
Dubai,718.76,450,1,economy,standard,Turkish Airlines,9,budget,48
Dubai,678.12,369,0,standard,standard,Transavia,17,budget,45
Dubai,815.68,325,0,economy,standard,Turkish Airlines,20,comfort,59
Dubai,581.07,369,1,economy,standard,Vueling,22,comfort,19
Dubai,454.9,460,1,economy,standard,Transavia,21,comfort,18
Dubai,728.68,420,1,standard,standard,Air France,12,comfort,25
Dubai,852.09,319,0,economy,standard,Qatar Airways,17,comfort,89
Dubai,634.97,382,1,economy,standard,ITA Airways,20,comfort,27
Dubai,838.84,315,0,economy,standard,Lufthansa,19,comfort,77
